Name,Sex,Age,Team,NOC,Sport,Medal
Norman DeMille Ross,M,23,United States,USA,Swimming,Gold
Marc Rosset,M,21,Switzerland,SUI,Tennis,Gold
Gabriele Rossetti,M,21,Italy,ITA,Shooting,Gold
Antonio Rossi,M,27,Italy,ITA,Canoeing,Gold
Antonio Rossi,M,27,Italy,ITA,Canoeing,Gold
Antonio Rossi,M,31,Italy,ITA,Canoeing,Gold
Dante Rossi,M,23,Italy,ITA,Water Polo,Gold
Jessica Rossi,F,20,Italy,ITA,Shooting,Gold
Lucas Rafael Rossi,M,31,Argentina,ARG,Hockey,Gold
Galliano Rossini,M,29,Italy,ITA,Shooting,Gold
Petra Rossner,F,25,Germany,GER,Cycling,Gold
Kianoush Rostami,M,25,Iran,IRI,Weightlifting,Gold
Monica Rou,F,17,Romania,ROU,Gymnastics,Gold
Monica Rou,F,17,Romania,ROU,Gymnastics,Gold
Alfredo Rota,M,25,Italy,ITA,Fencing,Gold
"Richard William ""Dick"" Roth",M,17,United States,USA,Swimming,Gold
George Helm Roth,M,21,United States,USA,Gymnastics,Gold
Robert Roth,M,21,Switzerland,SUI,Wrestling,Gold
Snke Rothenberger,M,21,Germany,GER,Equestrianism,Gold
"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",F,15,United States,USA,Swimming,Gold
Jrg Rthlisberger,M,25,Switzerland,SUI,Judo,Gold
Arthur Dale Rothrock,M,34,United States,USA,Shooting,Gold
Leon Rotman,M,22,Romania,ROU,Canoeing,Gold
Leon Rotman,M,22,Romania,ROU,Canoeing,Gold
Kristine Roug,F,21,Denmark,DEN,Sailing,Gold
Lauriane Rougeau,F,23,Canada,CAN,Ice Hockey,Gold
"Jeffrey Norman ""Jeff"" Rouse",M,21,United States,USA,Swimming,Gold
"Jeffrey Norman ""Jeff"" Rouse",M,25,United States,USA,Swimming,Gold
"Jeffrey Norman ""Jeff"" Rouse",M,25,United States,USA,Swimming,Gold
Jason Rouser,M,26,United States,USA,Athletics,Gold
Florian Georges Philippe Rousseau,M,22,France,FRA,Cycling,Gold
Florian Georges Philippe Rousseau,M,26,France,FRA,Cycling,Gold
Florian Georges Philippe Rousseau,M,26,France,FRA,Cycling,Gold
Michel Guy Rousseau,M,20,France,FRA,Cycling,Gold
Joanna Katie Rowsell Shand,F,23,Great Britain,GBR,Cycling,Gold
Joanna Katie Rowsell Shand,F,27,Great Britain,GBR,Cycling,Gold
"James William George ""Bill"" Roycroft",M,45,Australia,AUS,Equestrianism,Gold
Jean-Marcel Rozier,M,40,France,FRA,Equestrianism,Gold
Philippe Rozier,M,53,France,FRA,Equestrianism,Gold
Norbert Rzsa,M,24,Hungary,HUN,Swimming,Gold
Hans Stig Trappaud Rnne,M,32,Denmark,DEN,Gymnastics,Gold
Viktor Hennadiyovych Ruban,M,27,Ukraine,UKR,Archery,Gold
Cesare Rubini,M,24,Italy,ITA,Water Polo,Gold
Karine Martine Ruby,F,20,France,FRA,Snowboarding,Gold
Martin Ruinsk,M,26,Czech Republic,CZE,Ice Hockey,Gold
Bevil Gordon d'Urban Rudd,M,24,South Africa,RSA,Athletics,Gold
David Lekuta Rudisha,M,23,Kenya,KEN,Athletics,Gold
David Lekuta Rudisha,M,27,Kenya,KEN,Athletics,Gold
Max Rudolf,M,29,Switzerland,SUI,Rowing,Gold
Paul F. Rudolf,M,27,Switzerland,SUI,Rowing,Gold
"Wilma Glodean Rudolph (-Ward, -Eldridge)",F,20,United States,USA,Athletics,Gold
"Wilma Glodean Rudolph (-Ward, -Eldridge)",F,20,United States,USA,Athletics,Gold
"Wilma Glodean Rudolph (-Ward, -Eldridge)",F,20,United States,USA,Athletics,Gold
Yvonne Regg (-Siorpaes),F,28,Switzerland,SUI,Alpine Skiing,Gold
Angela Marie Ruggiero,F,18,United States,USA,Ice Hockey,Gold
Iulic Ruican,M,20,Romania,ROU,Rowing,Gold
Yumilka Ruz Luaces,F,18,Cuba,CUB,Volleyball,Gold
Yumilka Ruz Luaces,F,22,Cuba,CUB,Volleyball,Gold
Tracie Lehuanani Ruiz-Conforto,F,21,United States,USA,Synchronized Swimming,Gold
Tracie Lehuanani Ruiz-Conforto,F,21,United States,USA,Synchronized Swimming,Gold
Manfred Rulffs,M,25,Germany,GER,Rowing,Gold
Kelly Kristen Rulon,F,27,United States,USA,Water Polo,Gold
Cierra Runge,F,20,United States,USA,Swimming,Gold
Herbert Runge,M,23,Germany,GER,Boxing,Gold
"Willem ""Wim"" Ruska",M,31,Netherlands,NED,Judo,Gold
"Willem ""Wim"" Ruska",M,31,Netherlands,NED,Judo,Gold
Pter Rusorn,M,24,Hungary,HUN,Water Polo,Gold
Arthur Russell,M,22,Great Britain,GBR,Athletics,Gold
"William Fenton ""Bill"" Russell",M,22,United States,USA,Basketball,Gold
"Douglas Albert ""Doug"" Russell",M,22,United States,USA,Swimming,Gold
"Douglas Albert ""Doug"" Russell",M,22,United States,USA,Swimming,Gold
"Henry Argue ""Hank"" Russell",M,23,United States,USA,Athletics,Gold
Bernhard Russi,M,23,Switzerland,SUI,Alpine Skiing,Gold
Albert Marcel Henri Rust,M,30,France,FRA,Football,Gold
tefan Rusu,M,24,Romania,ROU,Wrestling,Gold
"Gregory James ""Greg"" Rutherford",M,25,Great Britain,GBR,Athletics,Gold
"Benjamin Jon ""Ben"" Rutledge",M,27,Canada,CAN,Rowing,Gold
Katrin Rutschow-Stomporowski,F,21,Germany,GER,Rowing,Gold
Katrin Rutschow-Stomporowski,F,29,Germany,GER,Rowing,Gold
Sylvia Eliina Ruuska,F,18,United States,USA,Swimming,Gold
Vladimr Rika,M,34,Czech Republic,CZE,Ice Hockey,Gold
Harry Edgar Ryan,M,26,Great Britain,GBR,Cycling,Gold
"Matthew Morgan ""Matt"" Ryan",M,28,Australia,AUS,Equestrianism,Gold
"Matthew Morgan ""Matt"" Ryan",M,28,Australia,AUS,Equestrianism,Gold
"Matthew Morgan ""Matt"" Ryan",M,36,Australia,AUS,Equestrianism,Gold
"Patrick James ""Paddy"" Ryan",M,39,United States,USA,Athletics,Gold
Sarah Michelle Ryan,F,27,Australia,AUS,Swimming,Gold
Mirosaw Rybaczewski,M,24,Poland,POL,Volleyball,Gold
Jerzy Rybicki,M,23,Poland,POL,Boxing,Gold
Kjell Daniel Rydmark,M,23,Sweden,SWE,Ice Hockey,Gold
Luann Marie Ryon,F,23,United States,USA,Archery,Gold
Olga Sergeyevna Rypakova (Alekseyeva-),F,27,Kazakhstan,KAZ,Athletics,Gold
Ryu Hyeon-Jin,M,21,South Korea,KOR,Baseball,Gold
Sa Jae-Hyeok,M,23,South Korea,KOR,Weightlifting,Gold
Jean Baptiste Marie Gustave Saack,M,47,France,FRA,Art Competitions,Gold
Roy Allen Saari,M,19,United States,USA,Swimming,Gold
Lucas Saatkamp,M,30,Brazil,BRA,Volleyball,Gold
Martina Sblkov,F,22,Czech Republic,CZE,Speed Skating,Gold
Martina Sblkov,F,22,Czech Republic,CZE,Speed Skating,Gold
Martina Sblkov,F,26,Czech Republic,CZE,Speed Skating,Gold
Gianluigi Saccaro,M,21,Italy,ITA,Fencing,Gold
Enzo Sacchi,M,26,Italy,ITA,Cycling,Gold
Evi Sachenbacher-Stehle,F,21,Germany,GER,Cross Country Skiing,Gold
Evi Sachenbacher-Stehle,F,29,Germany,GER,Cross Country Skiing,Gold
Wodzimierz Sadalski,M,26,Poland,POL,Volleyball,Gold
Nataliya Ivanovna Sadova (Kaptyukh-),F,32,Russia,RUS,Athletics,Gold
Abdul-Rashid Bulayevich Sadulayev,M,20,Russia,RUS,Wrestling,Gold
"Richard Erwin ""Rich"" Saeger",M,20,United States,USA,Swimming,Gold
Hadi Saei Bonehkohal,M,28,Iran,IRI,Taekwondo,Gold
Hadi Saei Bonehkohal,M,32,Iran,IRI,Taekwondo,Gold
Timur Marselevich Safin,M,23,Russia,RUS,Fencing,Gold
Taner Sar,M,19,Turkey,TUR,Weightlifting,Gold
Ramazan ahin (rbayhanov-),M,25,Turkey,TUR,Wrestling,Gold
Henri Julius Reverony Saint Cyr,M,50,Sweden,SWE,Equestrianism,Gold
Henri Julius Reverony Saint Cyr,M,50,Sweden,SWE,Equestrianism,Gold
Henri Julius Reverony Saint Cyr,M,54,Sweden,SWE,Equestrianism,Gold
Henri Julius Reverony Saint Cyr,M,54,Sweden,SWE,Equestrianism,Gold
Jean Grard Saint-Fort Paillard,M,34,France,FRA,Equestrianism,Gold
Hiroya Saito,M,27,Japan,JPN,Ski Jumping,Gold
Hitoshi Saito,M,23,Japan,JPN,Judo,Gold
Hitoshi Saito,M,27,Japan,JPN,Judo,Gold
Oleg Elekpayevich Saitov,M,22,Russia,RUS,Boxing,Gold
Oleg Elekpayevich Saitov,M,26,Russia,RUS,Boxing,Gold
Hiroko Sakai,F,29,Japan,JPN,Softball,Gold
"Joseph Steven ""Joe"" Sakic",M,32,Canada,CAN,Ice Hockey,Gold
Takao Sakurai,M,23,Japan,JPN,Boxing,Gold
Juan Manuel Saladino,M,28,Argentina,ARG,Hockey,Gold
Karl Emil Julius Ulrich Salchow,M,30,Sweden,SWE,Figure Skating,Gold
Michel Jean Frdric Salesse,M,25,France,FRA,Fencing,Gold
Stefan Saliger,M,24,Germany,GER,Hockey,Gold
Behdad Salimi Kordasiabi,M,22,Iran,IRI,Weightlifting,Gold
"George J. Saling, Jr.",M,23,United States,USA,Athletics,Gold
"Edwin Lyle ""Ed"" Salisbury",M,22,United States,USA,Rowing,Gold
Raymond Julien Salles,M,31,France,FRA,Rowing,Gold
Annette Elizabeth Salmeen,F,21,United States,USA,Swimming,Gold
Max Salminen,M,23,Sweden,SWE,Sailing,Gold
Gaston Joseph Clment Marie Salmon,M,34,Belgium,BEL,Fencing,Gold
Riley David Salmon,M,32,United States,USA,Volleyball,Gold
"Steven Edward ""Steve"" Salmons",M,26,United States,USA,Volleyball,Gold
Tommy Mikael Salo,M,23,Sweden,SWE,Ice Hockey,Gold
Cesare Salvadori,M,30,Italy,ITA,Fencing,Gold
Ilaria Salvatori,F,33,Italy,ITA,Fencing,Gold
Luigi Paolo Salvi,M,20,Italy,ITA,Gymnastics,Gold
Luigi Paolo Salvi,M,28,Italy,ITA,Gymnastics,Gold
Ulla Salzgeber (Helbing-),F,42,Germany,GER,Equestrianism,Gold
Ulla Salzgeber (Helbing-),F,46,Germany,GER,Equestrianism,Gold
Renzo Sambo,M,26,Italy,ITA,Rowing,Gold
Gulnara Iskanderovna Samitova-Galkina,F,30,Russia,RUS,Athletics,Gold
Eva Samkov,F,20,Czech Republic,CZE,Snowboarding,Gold
Paul Curkeet Samson,M,22,United States,USA,Swimming,Gold
Karl Mikael Samuelsson,M,29,Sweden,SWE,Ice Hockey,Gold
Varteres Varteresovich Samurgashev,M,21,Russia,RUS,Wrestling,Gold
"Alden Reamer ""Zeke"" Sanborn",M,20,United States,USA,Rowing,Gold
Eriel Snchez Len,M,29,Cuba,CUB,Baseball,Gold
"Francisco ""Kiko"" Snchez Luna",M,26,Spain,ESP,Sailing,Gold
"Juan Ignacio ""Pepe"" Snchez Brown",M,27,Argentina,ARG,Basketball,Gold
Samuel Snchez Gonzlez,M,30,Spain,ESP,Cycling,Gold
Ingrid Clara Charlotta Sandahl (-Sundell),F,27,Sweden,SWE,Gymnastics,Gold
Kaitlin Shea Sandeno (-Hogan),F,21,United States,USA,Swimming,Gold
Anthony Marcus Sanders,M,26,United States,USA,Baseball,Gold
"Hayes Edward ""Ed"" Sanders",M,22,United States,USA,Boxing,Gold
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19,United States,USA,Swimming,Gold
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19,United States,USA,Swimming,Gold
Terence Robert Beaumont Sanders,M,22,Great Britain,GBR,Rowing,Gold
Cael Norman Sanderson,M,25,United States,USA,Wrestling,Gold
"Theresa Ione ""Tessa"" Sanderson (-White)",F,28,Great Britain,GBR,Athletics,Gold
Silvaine Gustave Sandras,M,28,France,FRA,Gymnastics,Gold
Charles Edward Sands,M,34,United States,USA,Golf,Gold
Ippolito Sanfratello,M,32,Italy,ITA,Speed Skating,Gold
Julius Sang,M,26,Kenya,KEN,Athletics,Gold
Sang Xue,F,16,China,CHN,Diving,Gold
Jordi Sans Juan,M,30,Spain,ESP,Water Polo,Gold
Boris Louis Sanson,M,27,France,FRA,Fencing,Gold
Giorgio Leslie Santelli,M,22,Italy,ITA,Fencing,Gold
Carles Sanz Lpez,M,21,Spain,ESP,Water Polo,Gold
Salvatore Sanzo,M,28,Italy,ITA,Fencing,Gold
Serik Zhumangaliyevich Sapiyev,M,28,Kazakhstan,KAZ,Boxing,Gold
"Zlatko ""Zlatan"" Saraevi",M,35,Croatia,CRO,Handball,Gold
Mikls Srkny,M,23,Hungary,HUN,Water Polo,Gold
Mikls Srkny,M,27,Hungary,HUN,Water Polo,Gold
Istvn Srkzi,M,20,Hungary,HUN,Football,Gold
Klas Johan Gustaf Srner,M,28,Sweden,SWE,Gymnastics,Gold
Lszl Srosi,M,29,Hungary,HUN,Water Polo,Gold
Giulio Sarrocchi,M,36,Italy,ITA,Fencing,Gold
Bakhyt Abdirakhmanovich Sarsekbayev,M,26,Kazakhstan,KAZ,Boxing,Gold
Alessio Sartori,M,23,Italy,ITA,Rowing,Gold
Shozo Sasahara,M,27,Japan,JPN,Wrestling,Gold
Setsuko Sasaki,F,19,Japan,JPN,Volleyball,Gold
"Welissa ""Sass"" de Souza Gonzaga",F,25,Brazil,BRA,Volleyball,Gold
"William Spencer ""Will"" Satch",M,27,Great Britain,GBR,Rowing,Gold
Eric Anthony Teruo Sato,M,22,United States,USA,Volleyball,Gold
Mitsuru Sato,M,26,Japan,JPN,Wrestling,Gold
Rie Sato,F,27,Japan,JPN,Softball,Gold
Tetsuo Sato,M,23,Japan,JPN,Volleyball,Gold
Tae Satoya,F,21,Japan,JPN,Freestyle Skiing,Gold
Bekzat Seilkhanovich Sattarkhanov,M,20,Kazakhstan,KAZ,Boxing,Gold
Martin Sauer,M,29,Germany,GER,Rowing,Gold
Lotte Nicolien Sauerbreij,F,30,Netherlands,NED,Snowboarding,Gold
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,27,United States,USA,Football,Gold
Glynn Saulters,M,23,United States,USA,Basketball,Gold
"David Patrick ""Dave"" Saunders",M,23,United States,USA,Volleyball,Gold
"David Patrick ""Dave"" Saunders",M,27,United States,USA,Volleyball,Gold
Dmitry Ivanovich Sautin,M,22,Russia,RUS,Diving,Gold
Dmitry Ivanovich Sautin,M,26,Russia,RUS,Diving,Gold
Jill Savery,F,24,United States,USA,Synchronized Swimming,Gold
Mariya Sergeyevna Savinova (-Farnosova),F,26,Russia,RUS,Athletics,Gold
Javier Pedro Saviola Fernndez,M,22,Argentina,ARG,Football,Gold
Flix Savn Fabr,M,24,Cuba,CUB,Boxing,Gold
Flix Savn Fabr,M,28,Cuba,CUB,Boxing,Gold
Flix Savn Fabr,M,32,Cuba,CUB,Boxing,Gold
Luciano Savorini,M,26,Italy,ITA,Gymnastics,Gold
John Anthony Sayre,M,24,United States,USA,Rowing,Gold
Adam Khamidovich Saytiyev,M,22,Russia,RUS,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,21,Russia,RUS,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,29,Russia,RUS,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,33,Russia,RUS,Wrestling,Gold
Erik Stter-Lassen,M,27,Denmark,DEN,Shooting,Gold
"Mohamed Karim ""Moe"" Sbihi",M,28,Great Britain,GBR,Rowing,Gold
Giovanni Scalzo,M,25,Italy,ITA,Fencing,Gold
Angelo Scalzone,M,41,Italy,ITA,Shooting,Gold
Luigi Scarabello,M,20,Italy,ITA,Football,Gold
Alexander Frederick Yorke Scarlett,M,25,Great Britain,GBR,Rowing,Gold
Daniele Scarpa,M,32,Italy,ITA,Canoeing,Gold
Giovanni Scatturin,M,26,Italy,ITA,Rowing,Gold
Wendy Lynn Schaeffer,F,21,Australia,AUS,Equestrianism,Gold
Gustav Schfer,M,29,Germany,GER,Rowing,Gold
Arlie Alfred Schardt,M,24,United States,USA,Athletics,Gold
Martin Schaudt,M,37,Germany,GER,Equestrianism,Gold
Martin Schaudt,M,45,Germany,GER,Equestrianism,Gold
"Joseph Anthony ""Joe"" Schauers",M,23,United States,USA,Rowing,Gold
Robert Scheidt,M,23,Brazil,BRA,Sailing,Gold
Robert Scheidt,M,31,Brazil,BRA,Sailing,Gold
"Norbert ""Norb"" Schemansky",M,28,United States,USA,Weightlifting,Gold
"Adrie ""Ard"" Schenk",M,27,Netherlands,NED,Speed Skating,Gold
"Adrie ""Ard"" Schenk",M,27,Netherlands,NED,Speed Skating,Gold
"Adrie ""Ard"" Schenk",M,27,Netherlands,NED,Speed Skating,Gold
Zoltn Schenker (Ozoray),M,31,Hungary,HUN,Fencing,Gold
Frank Schepke,M,25,Germany,GER,Rowing,Gold
Kraft Schepke,M,26,Germany,GER,Rowing,Gold
Michel Scheuer,M,29,Germany,GER,Canoeing,Gold
Maurice Auguste Schills,M,20,France,FRA,Cycling,Gold
"Jessicah Lee ""Jess"" Schipper",F,17,Australia,AUS,Swimming,Gold
"Jessicah Lee ""Jess"" Schipper",F,21,Australia,AUS,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,Australia,AUS,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,Australia,AUS,Swimming,Gold
Charles Wilhelm Daniel Schlee,M,30,United States,USA,Cycling,Gold
Hedy Schlunegger (-Kaufmann),F,24,Switzerland,SUI,Alpine Skiing,Gold
Lauren Schmetterling,F,28,United States,USA,Rowing,Gold
Bernard Jules Robert Schmetz,M,28,France,FRA,Fencing,Gold
Franz Xaver Schmid,M,27,Germany,GER,Alpinism,Gold
"Adelheid ""Heidi"" Schmid (-Grundmann)",F,21,Germany,GER,Fencing,Gold
"Michael ""Mike"" Schmid",M,25,Switzerland,SUI,Freestyle Skiing,Gold
"Anton ""Toni"" Schmid",M,22,Germany,GER,Alpinism,Gold
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,19,United States,USA,Ice Hockey,Gold
Lisa Schmidla,F,25,Germany,GER,Rowing,Gold
"Frederick Weber ""Fred"" Schmidt",M,20,United States,USA,Swimming,Gold
Hubertus Schmidt,M,44,Germany,GER,Equestrianism,Gold
Richard Schmidt,M,25,Germany,GER,Rowing,Gold
Sybille Schmidt,F,24,Germany,GER,Rowing,Gold
Thomas Schmidt,M,24,Germany,GER,Canoeing,Gold
Willard Theodore Schmidt,M,26,United States,USA,Basketball,Gold
Sandra Marie Schmirler (-Peterson-),F,34,Canada,CAN,Curling,Gold
Allison Rodgers Schmitt,F,22,United States,USA,Swimming,Gold
Allison Rodgers Schmitt,F,22,United States,USA,Swimming,Gold
Allison Rodgers Schmitt,F,22,United States,USA,Swimming,Gold
Allison Rodgers Schmitt,F,26,United States,USA,Swimming,Gold
Arnd Rdiger Schmitt,M,27,Germany,GER,Fencing,Gold
Julie Schmitt (-Knabel),F,23,Germany,GER,Gymnastics,Gold
Martin Schmitt,M,24,Germany,GER,Ski Jumping,Gold
Pl Schmitt,M,26,Hungary,HUN,Fencing,Gold
Pl Schmitt,M,30,Hungary,HUN,Fencing,Gold
"Julius Gustav Albert ""Bert"" Schneider",M,22,Canada,CAN,Boxing,Gold
"William Conrad ""Buzz"" Schneider",M,25,United States,USA,Ice Hockey,Gold
Dorothee Schneider (-Krumhoff),F,47,Germany,GER,Equestrianism,Gold
"Verena ""Vreni"" Schneider",F,23,Switzerland,SUI,Alpine Skiing,Gold
"Verena ""Vreni"" Schneider",F,23,Switzerland,SUI,Alpine Skiing,Gold
"Verena ""Vreni"" Schneider",F,29,Switzerland,SUI,Alpine Skiing,Gold
Heinrich Schneidereit,M,21,Germany,GER,Tug-Of-War,Gold
Manfred Schnelldorfer,M,20,Germany,GER,Figure Skating,Gold
Nathalie Schneyder (-Bartleson),F,28,United States,USA,Synchronized Swimming,Gold
Philipp Schoch,M,22,Switzerland,SUI,Snowboarding,Gold
Philipp Schoch,M,26,Switzerland,SUI,Snowboarding,Gold
Hans W. Schchlin,M,35,Switzerland,SUI,Rowing,Gold
Karl F. Schchlin,M,33,Switzerland,SUI,Rowing,Gold
Alwin Schockemhle,M,23,Germany,GER,Equestrianism,Gold
Roland Mark Schoeman,M,24,South Africa,RSA,Swimming,Gold
Clarke Currie Scholes,M,21,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,18,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22,United States,USA,Swimming,Gold
"Donald Arthur ""Don"" Schollander",M,22,United States,USA,Swimming,Gold
Jackson Volney Scholz,M,23,United States,USA,Athletics,Gold
Jackson Volney Scholz,M,27,United States,USA,Athletics,Gold
"Rudolph John ""Rudy"" Scholz",M,23,United States,USA,Rugby,Gold
"Rudolph John ""Rudy"" Scholz",M,27,United States,USA,Rugby,Gold
Heinrich Georg Schomburgk,M,26,Germany,GER,Tennis,Gold
Robert Emil Schn,M,33,Germany,GER,Fencing,Gold
"Andreas ""Sonny"" Schnbchler",M,27,Switzerland,SUI,Freestyle Skiing,Gold
Lena Schneborn,F,22,Germany,GER,Modern Pentathlon,Gold
Lauritz Schoof,M,21,Germany,GER,Rowing,Gold
Lauritz Schoof,M,25,Germany,GER,Rowing,Gold
Joseph Isaac Schooling,M,21,Singapore,SGP,Swimming,Gold
"Johanna Dorotheo Maria ""Janneke"" Schopman",F,31,Netherlands,NED,Hockey,Gold
Dirk Schrade,M,34,Germany,GER,Equestrianism,Gold
"Hildegard ""Hilde"" Schrader (-Lux)",F,18,Germany,GER,Swimming,Gold
"Gerald Click ""Gerry"" Schreck",M,29,United States,USA,Sailing,Gold
Ulrich Rainer Schreck,M,30,Germany,GER,Fencing,Gold
Hermann Schreiber,M,26,Switzerland,SUI,Aeronautics,Gold
Hinkelien Schreuder,F,24,Netherlands,NED,Swimming,Gold
Hermann Schridde,M,27,Germany,GER,Equestrianism,Gold
Ollie Martin Schriver,M,40,United States,USA,Shooting,Gold
Ollie Martin Schriver,M,40,United States,USA,Shooting,Gold
Ollie Martin Schriver,M,40,United States,USA,Shooting,Gold
Walter Schrder,M,27,Germany,GER,Rowing,Gold
"Richard Alan ""Rich"" Schroeder",M,22,United States,USA,Swimming,Gold
"Richard Alan ""Rich"" Schroeder",M,26,United States,USA,Swimming,Gold
"Reginald John ""Reg"" Schroeter",M,26,Canada,CAN,Ice Hockey,Gold
Frances Cowells Schroth,F,27,United States,USA,Swimming,Gold
Grant Luke Schubert,M,24,Australia,AUS,Hockey,Gold
Anett Schuck,F,26,Germany,GER,Canoeing,Gold
Anett Schuck,F,30,Germany,GER,Canoeing,Gold
Fritz Richard Gustav Schuft,M,19,Germany,GER,Gymnastics,Gold
Fritz Richard Gustav Schuft,M,19,Germany,GER,Gymnastics,Gold
Carl Schuhmann,M,26,Germany,GER,Gymnastics,Gold
Carl Schuhmann,M,26,Germany,GER,Gymnastics,Gold
Carl Schuhmann,M,26,Germany,GER,Wrestling,Gold
Carl Schuhmann,M,26,Germany,GER,Gymnastics,Gold
"Richard ""Rich"" Schuil",M,23,Netherlands,NED,Volleyball,Gold
"Robert Keyser ""Bob"" Schul",M,27,United States,USA,Athletics,Gold
"Frederick William ""Fred"" Schule",M,24,United States,USA,Athletics,Gold
Carolyn Jane Schuler,F,17,United States,USA,Swimming,Gold
Carolyn Jane Schuler,F,17,United States,USA,Swimming,Gold
Lary Alan Schulhof,M,22,United States,USA,Swimming,Gold
Almuth Schult,F,25,Germany,GER,Football,Gold
"David Leslie ""Dave"" Schultz",M,25,United States,USA,Wrestling,Gold
Mark Philip Schultz,M,23,United States,USA,Wrestling,Gold
Karl Schulze,M,24,Germany,GER,Rowing,Gold
Karl Schulze,M,28,Germany,GER,Rowing,Gold
Bradley Darrell Schumacher,M,22,United States,USA,Swimming,Gold
Bradley Darrell Schumacher,M,22,United States,USA,Swimming,Gold
Jochen Schmann,M,42,Germany,GER,Sailing,Gold
Nils Schumann,M,22,Germany,GER,Athletics,Gold
Ralf Schumann,M,30,Germany,GER,Shooting,Gold
Ralf Schumann,M,34,Germany,GER,Shooting,Gold
Ralf Schumann,M,42,Germany,GER,Shooting,Gold
Simon Schrch,M,25,Switzerland,SUI,Rowing,Gold
Nino Schurter,M,30,Switzerland,SUI,Cycling,Gold
"Johanna ""Ans"" Schut (-Boekema)",F,23,Netherlands,NED,Speed Skating,Gold
Ildik Schwarczenberger-Tordasi (-Kovcs),F,24,Hungary,HUN,Fencing,Gold
Karl Alfred Markus Schwarzmann,M,24,Germany,GER,Gymnastics,Gold
Karl Alfred Markus Schwarzmann,M,24,Germany,GER,Gymnastics,Gold
Karl Alfred Markus Schwarzmann,M,24,Germany,GER,Gymnastics,Gold
Alex Schwazer,M,23,Italy,ITA,Athletics,Gold
"William Douglas ""Tripp"" Schwenk, III",M,25,United States,USA,Swimming,Gold
Luis Alberto Scola Balvoa,M,24,Argentina,ARG,Basketball,Gold
Hugo Ariel Sconochini,M,33,Argentina,ARG,Basketball,Gold
Barbara Ann Scott (-King),F,19,Canada,CAN,Figure Skating,Gold
"Rebecca ""Beckie"" Scott (-Wadsworth)",F,27,Canada,CAN,Cross Country Skiing,Gold
"Charles Thomas ""Charlie"" Scott",M,19,United States,USA,Basketball,Gold
Giles Lyndon Scott,M,29,Great Britain,GBR,Sailing,Gold
Henry Louis Scott,M,22,United States,USA,Athletics,Gold
Antonio Scull Hernndez,M,30,Cuba,CUB,Baseball,Gold
Antonio Scull Hernndez,M,38,Cuba,CUB,Baseball,Gold
Angelo Scuri,M,24,Italy,ITA,Fencing,Gold
Briana Collette Scurry,F,24,United States,USA,Football,Gold
Briana Collette Scurry,F,32,United States,USA,Football,Gold
Brent Seabrook,M,24,Canada,CAN,Ice Hockey,Gold
"Robert Lloyd ""Bob"" Seagren",M,21,United States,USA,Athletics,Gold
Ray P. Seales,M,19,United States,USA,Boxing,Gold
"Gregory Mark Pascoe ""Greg"" Searle",M,20,Great Britain,GBR,Rowing,Gold
"Jonathan William C. ""Jonny"" Searle",M,23,Great Britain,GBR,Rowing,Gold
Harry Edward Sears,M,41,United States,USA,Shooting,Gold
"Robert Michael ""Bobby"" Seay",M,22,United States,USA,Baseball,Gold
Roman ebrle,M,29,Czech Republic,CZE,Athletics,Gold
Louis John Secco,M,25,Canada,CAN,Ice Hockey,Gold
Steen Klaaborg Secher,M,33,Denmark,DEN,Sailing,Gold
Erik Daniel Sedin,M,25,Sweden,SWE,Ice Hockey,Gold
Lars Henrik Sedin,M,25,Sweden,SWE,Ice Hockey,Gold
Anna Sergeyevna Sedoykina,F,32,Russia,RUS,Handball,Gold
Emily Jane Seebohm,F,16,Australia,AUS,Swimming,Gold
